Time,Temperature,Weight,Deriv. Weight
39.65,43.23820000000001,97.14128000000001,-1.70717824
39.650625,43.24109027777778,97.14128000000001,-1.6567642820000004
39.65125,43.24398055555554,97.13762,-1.627062984
39.651875,43.246870833333304,97.13295999999997,-1.5347139272000003
39.652499999999996,43.24976111111107,97.13295999999997,-1.3617922820000001
39.653124999999996,43.252651388888836,97.13196000000003,-1.18672826
39.653749999999995,43.255541666666595,97.13196000000003,-1.00577794
39.654374999999995,43.25843194444436,97.13196000000003,-0.89538774
39.654999999999994,43.26132222222213,97.12730000000002,-0.8473971399999999
39.65562499999999,43.26421249999989,97.12730000000002,-0.8311972600000002
39.65624999999999,43.26710277777765,97.12263999999999,-0.8344665400000001
39.65687499999999,43.26999305555542,97.12263999999999,-0.7848662199999998
39.65749999999999,43.27288333333318,97.12263999999999,-0.7084609600000001
39.65812499999999,43.27577361111095,97.12164,-0.5954579400000001
39.65874999999999,43.27866388888871,97.12164,-0.5341775
39.65937499999999,43.281554166666474,97.11697999999998,-0.58806432
39.66004166666666,43.284291944444234,97.11697999999998,-0.69416324
39.660708333333325,43.287029722221995,97.11697999999998,-0.82536988
39.66137499999999,43.289767499999755,97.11231999999995,-0.8965349600000001
39.66204166666666,43.29250527777751,97.11597999999998,-0.8512059999999999
39.66270833333333,43.29524305555527,97.11132000000002,-0.7415152999999999
39.663374999999995,43.29798083333303,97.11132000000002,-0.62856942
39.66404166666666,43.30071861111079,97.11132000000002,-0.6079627000000001
39.66470833333333,43.30345638888855,97.10665999999999,-0.72700464
39.665375,43.30619416666631,97.10665999999999,-0.8807670200000002
39.666041666666665,43.30893194444407,97.10565999999999,-0.9936975000000001
39.66670833333333,43.31166972222182,97.10565999999999,-0.98757114
39.667375,43.31388972222181,97.10565999999999,-0.8954851000000001
39.66804166666667,43.316109722221796,97.10100000000004,-0.8047346799999999
39.668708333333335,43.31832972222178,97.10100000000004,-0.78007714
39.669375,43.32054972222177,97.10100000000004,-0.8659424800000001
39.67014423076923,43.322394337606376,97.09634000000001,-1.0165799
39.67091346153846,43.32423895299099,97.09999999999998,-1.11626846
39.67168269230769,43.326083568375594,97.09999999999998,-1.1212996
39.67245192307692,43.32792818376021,97.09533999999995,-1.04327936
39.67322115384615,43.32977279914481,97.09533999999995,-0.9314548200000001
39.67399038461538,43.331617414529426,97.09068,-0.9049709799999999
39.67475961538461,43.333979807691804,97.09068,-0.9277273600000001
39.67552884615384,43.33634220085419,97.09068,-1.0470399200000002
39.67629807692307,43.33870459401657,97.09068,-1.1599970800000001
39.6770673076923,43.34106698717895,97.08601999999998,-1.1580222199999999
