Time,Temperature,Weight,Deriv. Weight
39.65,43.33060000000001,97.06424000000001,-1.7541179199999999
39.650625,43.33354861111111,97.06424000000001,-1.7015594060000003
39.65125,43.33649722222221,97.06045999999999,-1.6704936719999999
39.651875,43.33944583333331,97.05567999999997,-1.5743339576000004
39.652499999999996,43.3423944444444,97.05567999999997,-1.3953074060000001
39.653124999999996,43.345343055555496,97.05468000000003,-1.21447958
39.653749999999995,43.3482916666666,97.05468000000003,-1.02779902
39.654374999999995,43.35124027777769,97.05468000000003,-0.91387842
39.654999999999994,43.35418888888879,97.04990000000001,-0.8639546199999999
39.65562499999999,43.35713749999989,97.04990000000001,-0.8464925800000002
39.65624999999999,43.36008611111099,97.04512,-0.8491868200000001
39.65687499999999,43.36303472222208,97.04512,-0.7977142599999999
39.65749999999999,43.365983333333176,97.04512,-0.7191476800000001
39.65812499999999,43.36893194444428,97.04412,-0.60315702
39.65874999999999,43.37188055555537,97.04412,-0.5404745
39.65937499999999,43.37482916666647,97.03933999999998,-0.5961585600000001
39.66004166666666,43.37762027777756,97.03933999999998,-0.70506092
39.660708333333325,43.38041138888865,97.03933999999998,-0.83974204
39.66137499999999,43.38320249999975,97.03455999999996,-0.9128196799999999
39.66204166666666,43.38599361111084,97.03833999999998,-0.866398
39.66270833333333,43.38878472222193,97.03356000000002,-0.7540918999999999
39.663374999999995,43.39157583333302,97.03356000000002,-0.63827586
39.66404166666666,43.394366944444116,97.03356000000002,-0.6171541
39.66470833333333,43.3971580555552,97.02878,-0.73951512
39.665375,43.399949166666296,97.02878,-0.8975006600000002
39.666041666666665,43.40274027777739,97.02777999999999,-1.0137405
39.66670833333333,43.405531388888484,97.02777999999999,-1.00772862
39.667375,43.40779138888847,97.02777999999999,-0.9133693000000002
39.66804166666667,43.410051388888455,97.02300000000004,-0.82040644
39.668708333333335,43.41231138888844,97.02300000000004,-0.79515862
39.669375,43.414571388888426,97.02300000000004,-0.8834718400000001
39.67014423076923,43.41644369658073,97.01822000000001,-1.0384517000000002
39.67091346153846,43.418316004273024,97.02199999999998,-1.14093218
39.67168269230769,43.420188311965326,97.02199999999998,-1.1463508
39.67245192307692,43.42206061965763,97.01721999999995,-1.0664208800000001
39.67322115384615,43.42393292734993,97.01721999999995,-0.9517860600000001
39.67399038461538,43.42580523504223,97.01244,-0.9249993399999998
39.67475961538461,43.42820865384564,97.01244,-0.9483728800000001
39.67552884615384,43.43061207264905,97.01244,-1.0710233600000003
39.67629807692307,43.43301549145245,97.01244,-1.18700164
39.6770673076923,43.43541891025586,97.00765999999997,-1.1849102599999999
39.67783653846153,43.437822329059266,97.00765999999997,-1.0910438599999999
39.67860576923076,43.44022574786268,97.00287999999995,-0.9054043000000002
39.679374999999986,43.44262916666608,97.00665999999997,-0.7660142600000002
39.68020833333332,43.44479027777718,97.00665999999997,-0.7417712800000001
39.68104166666665,43.44695138888828,97.00665999999997,-0.8169978000000001
39.681874999999984,43.44911249999937,97.00188000000001,-0.92164716
39.682708333333316,43.45127361111047,97.00188000000001,-0.96009052
39.68354166666665,43.45343472222157,97.00188000000001,-0.8673867799999999
39.68437499999998,43.45559583333267,96.99709999999999,-0.6999844
39.685208333333314,43.457756944443766,96.99709999999999,-0.5448229
39.68604166666665,43.459918055554866,97.00088000000001,-0.5034194400000002
39.68687499999998,43.462079166665966,96.99609999999998,-0.59489652
39.68770833333331,43.46424027777706,96.99609999999998,-0.7246287200000001
39.688541666666644,43.46640138888816,96.99609999999998,-0.8104261400000001
39.68937499999998,43.46856249999926,96.99609999999998,-0.78043712
39.690486111111085,43.469673611110366,96.99132000000003,-0.6625155600000001
39.69159722222219,43.470784722221474,96.9951,-0.5815162
39.6927083333333,43.47189583333258,96.9951,-0.60873992
39.69381944444441,43.47300694444369,96.99031999999998,-0.6999085
39.694930555555516,43.4741180555548,96.99031999999998,-0.84648562
39.69604166666662,43.475229166665905,96.99031999999998,-0.9185923519999999
39.69715277777773,43.47634027777701,96.99031999999998,-0.8812140399999999
39.69826388888884,43.47745138888812,96.98553999999996,-0.827848288
39.69937499999995,43.47856249999926,96.98553999999996,-0.776954636
39.70048611111106,43.47967361111034,96.98553999999996,-0.8238461800000001
39.70159722222217,43.48078472222145,96.98553999999996,-0.9942118420000001
39.70270833333328,43.48189583333256,96.98076,-1.1964386088
39.703819444444385,43.483006944443666,96.98076,-1.32304731
39.70493055555549,43.484118055554774,96.98076,-1.369406886
39.7060416666666,43.48522916666588,96.97597999999998,-1.303015048
39.70715277777771,43.48634027777699,96.97597999999998,-1.231420838
39.708263888888816,43.4874513888881,96.97597999999998,-1.2338770900000002
39.70937499999992,43.489226388888106,96.97597999999998,-1.275999436
39.71080357142849,43.489801388888104,96.97119999999995,-1.380284622
39.71223214285706,43.49037638888811,96.97119999999995,-1.49661956
39.71366071428563,43.490951388888114,96.97119999999995,-1.5391931800000003
39.7150892857142,43.49152638888812,96.96642,-1.50368072
39.71651785714277,43.492101388888116,96.96264000000004,-1.39762528
39.71794642857134,43.49267638888812,96.96264000000004,-1.3049778600000002
39.71937499999991,43.493251388888126,96.96264000000004,-1.33477034
39.72104166666657,43.493779960316694,96.96264000000004,-1.4273625399999998
39.72270833333324,43.49430853174526,96.95786000000001,-1.53771382
39.7243749999999,43.49483710317382,96.95407999999999,-1.5889227400000001
39.72604166666657,43.49536567460239,96.95407999999999,-1.55628448
39.72770833333323,43.49589424603096,96.95407999999999,-1.4885774
39.7293749999999,43.496422817459525,96.94551999999996,-1.4205579000000002
39.7313749999999,43.495691388888076,96.94551999999996,-1.38669178
39.7333749999999,43.49495996031663,96.94551999999996,-1.39777948
39.735374999999905,43.49422853174518,96.94173999999998,-1.4246496
39.73737499999991,43.49349710317373,96.93696000000003,-1.4239751000000003
39.73937499999991,43.49276567460228,96.93696000000003,-1.40331142
39.74137499999991,43.492034246030826,96.93318000000002,-1.3563055000000002
