Time,Temperature,Weight,Deriv. Weight
0.0,39.62,98.839,-0.864447
0.003333333,39.62111111,98.838,-0.891926
0.006666667,39.62222222,98.838,-0.887299
0.01,39.62333333,98.838,-0.902372
0.011428571,39.62444444,98.837,-0.885974
0.012857143,39.62555556,98.837,-0.868679
0.014285714,39.62666667,98.837,-0.860244
0.015714286,39.62777778,98.836,-0.842128
0.017142857,39.62888889,98.836,-0.839066
0.018571429,39.62923372,98.836,-0.852755
0.02,39.62957854,98.835,-0.881083
0.022,39.62992337,98.835,-0.916564
0.024,39.6302682,98.835,-0.927243
0.026,39.63061303,98.834,-0.945494
0.028,39.63095785,98.834,-0.959769
0.03,39.63130268,98.834,-0.982802
0.031428571,39.63164751,98.833,-1.03972
0.032857143,39.63199234,98.833,-1.04119
0.034285714,39.63233716,98.833,-1.00012
0.035714286,39.63268199,98.832,-0.951076
0.037142857,39.63302682,98.832,-0.904174
0.038571429,39.63337165,98.832,-0.901122
0.04,39.63371648,98.831,-0.894815
0.042,39.6340613,98.831,-0.871273
0.044,39.63440613,98.831,-0.854896
0.046,39.63475096,98.83,-0.822182
0.048,39.63509579,98.83,-0.755886
0.05,39.63544061,98.83,-0.680217
0.051428571,39.63578544,98.83,-0.611549
0.052857143,39.63613027,98.829,-0.596644
0.054285714,39.6364751,98.829,-0.604317
0.055714286,39.63681992,98.829,-0.563512
0.057142857,39.63716475,98.829,-0.53815
0.058571429,39.63750958,98.829,-0.483826
0.06,39.63785441,98.829,-0.441891
0.062,39.63819923,98.828,-0.418017
0.064,39.63854406,98.828,-0.350708
0.066,39.63888889,98.828,-0.336534
0.068,39.63930556,98.828,-0.340552
0.07,39.63972222,98.828,-0.366176
0.071666667,39.64013889,98.828,-0.383506
0.073333333,39.64055556,98.828,-0.345305
0.075,39.64097222,98.827,-0.312457
0.076666667,39.64138889,98.827,-0.272153
0.078333333,39.64180556,98.827,-0.244464
0.08,39.64222222,98.827,-0.202412
0.081428571,39.64263889,98.827,-0.155291
0.082857143,39.64305556,98.827,-0.119495
0.084285714,39.64347222,98.827,-0.0904028
0.085714286,39.64388889,98.827,-0.0816591
0.087142857,39.64430556,98.827,-0.0708226
0.088571429,39.64472222,98.827,-0.054389
0.09,39.64513889,98.827,-0.0253473
0.091666667,39.64555556,98.827,0.0183267
0.093333333,39.64597222,98.827,0.0743042
0.095,39.64638889,98.827,0.108668
0.096666667,39.64680556,98.827,0.107614
0.098333333,39.64722222,98.827,0.096941
0.1,39.64763889,98.827,0.114417
0.102,39.64805556,98.827,0.138437
0.104,39.64847222,98.827,0.177342
0.106,39.64888889,98.827,0.201484
0.108,39.64955556,98.827,0.225444
0.11,39.65022222,98.828,0.278253
0.111666667,39.65088889,98.828,0.339332
0.113333333,39.65155556,98.828,0.406118
0.115,39.65222222,98.828,0.451419
0.116666667,39.65288889,98.829,0.481438
0.118333333,39.65355556,98.829,0.502668
0.12,39.65422222,98.829,0.54203
0.121666667,39.65488889,98.83,0.571079
0.123333333,39.65555556,98.83,0.571459
0.125,39.65622222,98.83,0.55317
0.126666667,39.65688889,98.831,0.54453
0.128333333,39.65755556,98.831,0.558612
0.13,39.65822222,98.832,0.584422
0.131666667,39.65888889,98.832,0.610235
0.133333333,39.65988889,98.833,0.628425
0.135,39.66088889,98.833,0.645843
0.136666667,39.66188889,98.834,0.649386
0.138333333,39.66288889,98.834,0.647192
0.14,39.66388889,98.835,0.642275
0.141428571,39.66488889,98.836,0.651232
0.142857143,39.66588889,98.836,0.667134
0.144285714,39.66688889,98.837,0.675393
0.145714286,39.66788889,98.838,0.678905
0.147142857,39.66888889,98.838,0.673886
0.148571429,39.67013889,98.839,0.668388
0.15,39.67138889,98.84,0.668142
0.152,39.67263889,98.841,0.671696
0.154,39.67388889,98.842,0.67602
0.156,39.67513889,98.842,0.683142
0.158,39.67638889,98.843,0.682815
0.16,39.67763889,98.844,0.677538
0.161428571,39.67888889,98.845,0.66891
0.162857143,39.68055556,98.846,0.653141
0.164285714,39.68222222,98.847,0.638812
0.165714286,39.68388889,98.848,0.626554
0.167142857,39.68555556,98.849,0.62119
0.168571429,39.68722222,98.85,0.624254
0.17,39.68888889,98.851,0.627742
0.172,39.69055556,98.852,0.63067
0.174,39.69222222,98.853,0.63187
0.176,39.69388889,98.854,0.62891
0.178,39.69555556,98.855,0.623491
0.18,39.69722222,98.857,0.615972
0.181666667,39.69888889,98.858,0.606826
0.183333333,39.70088889,98.859,0.601067
0.185,39.70288889,98.86,0.599973
0.186666667,39.70488889,98.861,0.601342
0.188333333,39.70688889,98.863,0.597748
0.19,39.70888889,98.864,0.591465
0.191428571,39.71138889,98.865,0.583036
0.192857143,39.71388889,98.867,0.575868
0.194285714,39.71638889,98.868,0.573625
0.195714286,39.71888889,98.869,0.56725
0.197142857,39.72138889,98.871,0.559743
0.198571429,39.72388889,98.872,0.554739
0.2,39.72638889,98.873,0.552493
0.202,39.72888889,98.875,0.548854
0.204,39.73138889,98.876,0.540853
0.206,39.73388889,98.878,0.531684
0.208,39.73638889,98.879,0.523162
0.21,39.73888889,98.881,0.520609
0.211428571,39.74222222,98.882,0.518349
0.212857143,39.74555556,98.884,0.514131
0.214285714,39.74888889,98.885,0.506069
0.215714286,39.75222222,98.887,0.496724
0.217142857,39.75555556,98.888,0.487338
0.218571429,39.75888889,98.89,0.481279
0.22,39.76222222,98.892,0.478723
0.222,39.76555556,98.893,0.476405
0.224,39.76888889,98.895,0.474928
0.226,39.77222222,98.896,0.471219
0.228,39.77555556,98.898,0.464662
0.23,39.77888889,98.9,0.457622
0.231666667,39.78222222,98.901,0.452257
0.233333333,39.78555556,98.903,0.451384
0.235,39.78888889,98.905,0.447903
0.236666667,39.79388889,98.906,0.441041
0.238333333,39.79888889,98.908,0.434364
0.24,39.80222222,98.91,0.425395
0.241428571,39.80555556,98.912,0.417674
0.242857143,39.80888889,98.913,0.411702
0.244285714,39.81388889,98.915,0.407579
0.245714286,39.81888889,98.917,0.407927
0.247142857,39.82388889,98.918,0.408154
0.248571429,39.82888889,98.92,0.404409
0.25,39.83388889,98.922,0.398741
0.252,39.83888889,98.924,0.393117
0.254,39.84222222,98.926,0.387262
0.256,39.84555556,98.927,0.383153
0.258,39.84888889,98.929,0.379797
0.26,39.85388889,98.931,0.375243
0.261428571,39.85888889,98.933,0.371017
0.262857143,39.86388889,98.935,0.367344
0.264285714,39.86888889,98.937,0.363689
0.265714286,39.87888889,98.938,0.358747
0.267142857,39.88388889,98.94,0.35493
0.268571429,39.88888889,98.942,0.35078
0.27,39.89388889,98.944,0.34841
0.272,39.89888889,98.946,0.345072
0.274,39.90388889,98.948,0.339841
0.276,39.90888889,98.95,0.334003
0.278,39.91388889,98.952,0.329178
0.28,39.91888889,98.954,0.326991
0.281666667,39.92888889,98.955,0.326288
0.283333333,39.93388889,98.957,0.326354
0.285,39.93888889,98.959,0.323782
0.286666667,39.94388889,98.961,0.319443
0.288333333,39.94888889,98.963,0.315782
0.29,39.95888889,98.965,0.31233
0.291666667,39.96388889,98.967,0.309705
0.293333333,39.96888889,98.969,0.307188
0.295,39.97888889,98.971,0.304416
0.296666667,39.98388889,98.973,0.300694
0.298333333,39.98888889,98.975,0.295652
0.3,39.99888889,98.977,0.290556
0.301428571,40.00388889,98.979,0.286321
0.302857143,40.00888889,98.981,0.282171
0.304285714,40.01888889,98.983,0.27755
0.305714286,40.02388889,98.985,0.274447
0.307142857,40.02888889,98.987,0.272396
0.308571429,40.03888889,98.989,0.270868
0.31,40.04888889,98.991,0.269134
0.311666667,40.05388889,98.993,0.266175
0.313333333,40.05888889,98.995,0.263437
0.315,40.06888889,98.997,0.262113
0.316666667,40.07888889,98.999,0.260426
0.318333333,40.08388889,99.001,0.258877
0.32,40.08888889,99.003,0.257134
0.322,40.09888889,99.005,0.253727
0.324,40.10888889,99.007,0.252027
0.326,40.11888889,99.009,0.249934
0.328,40.12888889,99.011,0.247575
0.33,40.13388889,99.013,0.246542
0.331666667,40.13888889,99.015,0.244239
0.333333333,40.14888889,99.017,0.241792
0.335,40.15888889,99.019,0.238726
0.336666667,40.16888889,99.021,0.235406
0.338333333,40.17888889,99.023,0.233383
0.34,40.18888889,99.025,0.230704
0.341666667,40.19388889,99.027,0.226367
0.343333333,40.19888889,99.029,0.222895
0.345,40.20888889,99.031,0.219777
0.346666667,40.21888889,99.033,0.218103
0.348333333,40.22888889,99.035,0.216229
0.35,40.23888889,99.038,0.213651
0.351428571,40.24888889,99.04,0.211905
0.352857143,40.25888889,99.042,0.20931
0.354285714,40.26888889,99.044,0.207527
0.355714286,40.27888889,99.046,0.204317
0.357142857,40.28888889,99.048,0.201404
0.358571429,40.29888889,99.05,0.199873
0.36,40.30888889,99.052,0.198476
0.361666667,40.31888889,99.054,0.197331
0.363333333,40.32888889,99.056,0.194718
0.365,40.33888889,99.058,0.192183
0.366666667,40.34888889,99.059,0.190698
0.368333333,40.35888889,99.061,0.189536
0.37,40.36888889,99.063,0.187296
0.372,40.37888889,99.065,0.185132
0.374,40.38888889,99.067,0.183992
0.376,40.39888889,99.069,0.183881
0.378,40.40888889,99.071,0.183267
0.38,40.42888889,99.073,0.180836
0.381666667,40.43888889,99.075,0.178547
0.383333333,40.44888889,99.077,0.176035
0.385,40.45888889,99.079,0.174191
0.386666667,40.46888889,99.081,0.172322
0.388333333,40.47888889,99.083,0.170759
0.39,40.48888889,99.085,0.169586
0.391666667,40.50888889,99.087,0.167016
0.393333333,40.51888889,99.089,0.163139
0.395,40.52888889,99.091,0.159648
0.396666667,40.53888889,99.093,0.158384
0.398333333,40.54888889,99.095,0.157169
0.4,40.56888889,99.097,0.155913
0.401428571,40.57888889,99.099,0.153691
0.402857143,40.58888889,99.101,0.151606
0.404285714,40.59888889,99.102,0.150351
0.405714286,40.60888889,99.104,0.148236
0.407142857,40.62888889,99.106,0.146277
0.408571429,40.63888889,99.108,0.144597
0.41,40.64888889,99.11,0.143595
0.411666667,40.66888889,99.112,0.142804
0.413333333,40.67888889,99.114,0.141261
0.415,40.68888889,99.115,0.14022
0.416666667,40.69888889,99.117,0.139062
0.418333333,40.71888889,99.119,0.137458
0.42,40.72888889,99.121,0.136173
0.422,40.73888889,99.123,0.134335
0.424,40.75888889,99.124,0.133381
0.426,40.76888889,99.126,0.132993
0.428,40.78888889,99.128,0.132047
0.43,40.79888889,99.13,0.130341
0.431666667,40.80888889,99.132,0.127774
0.433333333,40.82888889,99.133,0.125291
0.435,40.83888889,99.135,0.123375
0.436666667,40.85888889,99.137,0.12207
0.438333333,40.86888889,99.139,0.121069
0.44,40.87888889,99.14,0.119994
0.441666667,40.89888889,99.142,0.119105
0.443333333,40.90888889,99.144,0.11874
0.445,40.92888889,99.146,0.118275
0.446666667,40.93888889,99.147,0.117071
0.448333333,40.95888889,99.149,0.115216
0.45,40.96888889,99.151,0.112727
0.451428571,40.98888889,99.152,0.110818
0.452857143,40.99888889,99.154,0.108989
0.454285714,41.01888889,99.156,0.106824
0.455714286,41.02888889,99.157,0.105534
0.457142857,41.04888889,99.159,0.105119
0.458571429,41.05888889,99.161,0.104959
0.46,41.07888889,99.162,0.104755
0.461666667,41.08888889,99.164,0.103233
0.463333333,41.10888889,99.165,0.101767
0.465,41.12888889,99.167,0.100701
0.466666667,41.13888889,99.169,0.0995029
0.468333333,41.15888889,99.17,0.0987042
0.47,41.16888889,99.172,0.0976912
0.472,41.18888889,99.173,0.0968319
0.474,41.20888889,99.175,0.0955165
0.476,41.21888889,99.176,0.0942985
0.478,41.23888889,99.178,0.0924441
0.48,41.25888889,99.18,0.091041
0.481666667,41.26888889,99.181,0.0905771
0.483333333,41.28888889,99.183,0.0903854
0.485,41.30888889,99.184,0.0908535
0.486666667,41.31888889,99.186,0.0904045
0.488333333,41.33888889,99.187,0.0892486
0.49,41.35888889,99.189,0.0881139
0.491666667,41.36888889,99.19,0.0872711
0.493333333,41.38888889,99.192,0.0865149
0.495,41.40888889,99.193,0.0857279
